resume_id,resume_text,target_role,years_experience,seniority
seed-1975,"Skills: Python, NLP, Pandas Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-1976,"Skills: NLP, Pandas, Python Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-1977,"Skills: Pandas, Deep Learning, Machine Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-1978,"Skills: Deep Learning, Python, NLP Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-1979,"Skills: Pandas, NLP, Deep Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-1980,"Skills: Machine Learning, NLP, Deep Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-1981,"Skills: Deep Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-1982,"Skills: NLP, Python, Pandas Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-1985,"Skills: Python, Deep Learning, Machine Learning Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-1986,"Skills: Pandas, NLP, Machine Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-1988,"Skills: NLP, Machine Learning, Deep Learning Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-1989,"Skills: Machine Learning, NLP, Deep Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-1992,"Skills: NLP, Machine Learning, Deep Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-1993,"Skills: Deep Learning, Pandas, Machine Learning Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-1994,"Skills: NLP, Deep Learning, Python Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-1996,"Skills: NLP, Deep Learning, Pandas Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-1997,"Skills: Python, NLP, Pandas Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2000,"Skills: NLP, Deep Learning, Python Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2001,"Skills: Deep Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2003,"Skills: Python, Pandas, Machine Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2006,"Skills: NLP, Python, Deep Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2007,"Skills: Deep Learning, Machine Learning, NLP Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2009,"Skills: Machine Learning, Deep Learning, NLP Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2010,"Skills: Pandas, NLP, Python Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2012,"Skills: Machine Learning, Pandas, Python Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2013,"Skills: Machine Learning, Deep Learning, Python Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2016,"Skills: Machine Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2017,"Skills: Deep Learning, Pandas, NLP Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2018,"Skills: Python, NLP, Deep Learning Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2019,"Skills: NLP, Python, Machine Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2020,"Skills: Deep Learning, Python, NLP Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2021,"Skills: Machine Learning, Python, NLP Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2022,"Skills: NLP, Machine Learning, Pandas Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2025,"Skills: Python, Deep Learning, Machine Learning Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2026,"Skills: NLP, Deep Learning, Python Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2028,"Skills: NLP, Python, Machine Learning Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2030,"Skills: NLP, Python, Machine Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2034,"Skills: Deep Learning, Pandas, Python Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2035,"Skills: Pandas, NLP, Deep Learning Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2036,"Skills: NLP, Pandas, Machine Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2038,"Skills: Deep Learning, Python, Machine Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2039,"Skills: Deep Learning, Pandas, NLP Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2041,"Skills: Deep Learning, Machine Learning, Pandas Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2043,"Skills: Machine Learning, Python, Deep Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2046,"Skills: Machine Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2048,"Skills: Pandas, Python, Deep Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2050,"Skills: NLP, Machine Learning, Deep Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2051,"Skills: Machine Learning, Deep Learning, Python Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2052,"Skills: Machine Learning, Deep Learning, Pandas Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2053,"Skills: Pandas, Deep Learning, NLP Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2054,"Skills: NLP, Deep Learning, Python Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2055,"Skills: Python, Pandas, Deep Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2059,"Skills: Python, Pandas, Deep Learning Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2060,"Skills: Machine Learning, NLP, Python Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2063,"Skills: Machine Learning, Deep Learning, NLP Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2066,"Skills: NLP, Python, Deep Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2068,"Skills: Deep Learning, NLP, Pandas Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2069,"Skills: Machine Learning, Python, Deep Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2070,"Skills: Python, NLP, Machine Learning Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2071,"Skills: Machine Learning, Pandas, NLP Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2072,"Skills: Pandas, NLP, Deep Learning Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2076,"Skills: NLP, Machine Learning, Pandas Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2077,"Skills: Machine Learning, Deep Learning, Pandas Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2079,"Skills: Machine Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2084,"Skills: Pandas, Deep Learning, Machine Learning Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2085,"Skills: Pandas, Python, Machine Learning Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2088,"Skills: Pandas, NLP, Python Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2092,"Skills: NLP, Python, Deep Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2093,"Skills: Deep Learning, Python, Machine Learning Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2094,"Skills: Deep Learning, Machine Learning, NLP Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2095,"Skills: Python, NLP, Machine Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2096,"Skills: Machine Learning, Deep Learning, Python Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2097,"Skills: Pandas, Python, Machine Learning Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2098,"Skills: Pandas, Python, NLP Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2099,"Skills: Deep Learning, NLP, Pandas Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2100,"Skills: Python, Machine Learning, Deep Learning Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2102,"Skills: NLP, Machine Learning, Deep Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2103,"Skills: NLP, Python, Deep Learning Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2110,"Skills: Deep Learning, Python, NLP Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2111,"Skills: NLP, Machine Learning, Deep Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2112,"Skills: NLP, Pandas, Deep Learning Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2115,"Skills: Python, Machine Learning, NLP Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2118,"Skills: NLP, Deep Learning, Python Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2120,"Skills: Python, Pandas, Deep Learning Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2122,"Skills: Deep Learning, Python, Machine Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2124,"Skills: Python, NLP, Machine Learning Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2125,"Skills: Pandas, NLP, Deep Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2128,"Skills: Deep Learning, Pandas, NLP Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2129,"Skills: Python, Pandas, NLP Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2130,"Skills: Deep Learning, NLP, Machine Learning Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2131,"Skills: NLP, Pandas, Python Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2132,"Skills: Machine Learning, Python, Pandas Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2134,"Skills: Pandas, Machine Learning, NLP Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2135,"Skills: Deep Learning, Pandas, Machine Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2138,"Skills: Pandas, NLP, Deep Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2139,"Skills: Pandas, Python, Deep Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2140,"Skills: NLP, Deep Learning, Machine Learning Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2141,"Skills: NLP, Pandas, Python Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2144,"Skills: Pandas, Machine Learning, NLP Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2147,"Skills: Deep Learning, Python, NLP Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2151,"Skills: Pandas, Deep Learning, Machine Learning Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2153,"Skills: Deep Learning, Pandas, NLP Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2154,"Skills: Deep Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2155,"Skills: Machine Learning, Python, Deep Learning Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2156,"Skills: Pandas, Python, NLP Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2157,"Skills: Deep Learning, Machine Learning, NLP Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2159,"Skills: Python, Deep Learning, Machine Learning Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2163,"Skills: NLP, Deep Learning, Machine Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2164,"Skills: Pandas, Deep Learning, NLP Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2165,"Skills: Machine Learning, Python, Pandas Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2166,"Skills: Machine Learning, Deep Learning, Pandas Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2168,"Skills: NLP, Pandas, Python Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2169,"Skills: Deep Learning, Python, Machine Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2171,"Skills: Machine Learning, Deep Learning, Python Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2172,"Skills: Python, NLP, Deep Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2174,"Skills: Python, Deep Learning, NLP Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2176,"Skills: NLP, Pandas, Python Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2178,"Skills: Machine Learning, Pandas, NLP Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2179,"Skills: Python, Deep Learning, Pandas Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2180,"Skills: Deep Learning, NLP, Pandas Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2182,"Skills: Deep Learning, Python, Machine Learning Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2183,"Skills: Machine Learning, NLP, Pandas Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2187,"Skills: Python, Deep Learning, NLP Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2188,"Skills: Machine Learning, Deep Learning, NLP Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2189,"Skills: Pandas, Deep Learning, Python Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2191,"Skills: Machine Learning, Deep Learning, Python Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2192,"Skills: Deep Learning, Machine Learning, Python Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2193,"Skills: NLP, Python, Pandas Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2194,"Skills: Pandas, Machine Learning, Python Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2197,"Skills: Machine Learning, NLP, Pandas Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2198,"Skills: Python, Machine Learning, NLP Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2200,"Skills: Python, NLP, Machine Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2203,"Skills: Machine Learning, NLP, Python Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2205,"Skills: NLP, Deep Learning, Machine Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2206,"Skills: Machine Learning, NLP, Python Projects: NLP pipeline Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2208,"Skills: NLP, Machine Learning, Python Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2210,"Skills: NLP, Pandas, Machine Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2212,"Skills: Machine Learning, NLP, Deep Learning Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2215,"Skills: Python, NLP, Pandas Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2217,"Skills: Machine Learning, NLP, Deep Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2218,"Skills: Python, NLP, Pandas Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2219,"Skills: Deep Learning, Machine Learning, NLP Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2221,"Skills: Pandas, Deep Learning, NLP Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2222,"Skills: Deep Learning, Python, Pandas Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2224,"Skills: Deep Learning, NLP, Python Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2225,"Skills: NLP, Machine Learning, Python Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2228,"Skills: Pandas, NLP, Machine Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2229,"Skills: Python, NLP, Machine Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2230,"Skills: Python, Deep Learning, Pandas Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2232,"Skills: Deep Learning, Python, Pandas Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2235,"Skills: NLP, Machine Learning, Python Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2236,"Skills: NLP, Python, Deep Learning Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2237,"Skills: Pandas, Python, Deep Learning Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2238,"Skills: NLP, Python, Pandas Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2239,"Skills: Machine Learning, NLP, Deep Learning Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2240,"Skills: NLP, Python, Machine Learning Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2243,"Skills: Deep Learning, Python, Pandas Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2244,"Skills: NLP, Deep Learning, Python Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2246,"Skills: Deep Learning, Pandas, Machine Learning Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2247,"Skills: Pandas, Deep Learning, Python Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2254,"Skills: NLP, Pandas, Python Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2255,"Skills: NLP, Deep Learning, Python Projects: Prediction system Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2256,"Skills: Python, Pandas, Machine Learning Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2258,"Skills: Python, NLP, Pandas Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2259,"Skills: Machine Learning, Pandas, Python Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2266,"Skills: Pandas, Deep Learning, Python Projects: NLP pipeline Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2267,"Skills: NLP, Pandas, Machine Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2270,"Skills: NLP, Pandas, Machine Learning Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2273,"Skills: Machine Learning, Deep Learning, NLP Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2274,"Skills: NLP, Pandas, Machine Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2275,"Skills: Python, Machine Learning, NLP Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2276,"Skills: Python, Machine Learning, NLP Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2277,"Skills: Python, NLP, Deep Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2280,"Skills: Machine Learning, Pandas, Deep Learning Projects: NLP pipeline Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2281,"Skills: Pandas, NLP, Python Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2283,"Skills: Pandas, Python, NLP Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2286,"Skills: Deep Learning, Pandas, Machine Learning Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2288,"Skills: Deep Learning, NLP, Pandas Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2289,"Skills: Machine Learning, Pandas, Deep Learning Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2290,"Skills: Pandas, Deep Learning, Python Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2291,"Skills: Machine Learning, Pandas, Python Projects: Built ML model Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2293,"Skills: Deep Learning, NLP, Machine Learning Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2294,"Skills: Python, NLP, Pandas Projects: Built ML model Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2295,"Skills: NLP, Deep Learning, Machine Learning Projects: Prediction system Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2299,"Skills: Pandas, NLP, Python Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2302,"Skills: Pandas, Machine Learning, NLP Projects: Built ML model Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
seed-2303,"Skills: Machine Learning, Pandas, Deep Learning Projects: Built ML model Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2304,"Skills: Pandas, Deep Learning, Machine Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2308,"Skills: Pandas, Deep Learning, Python Projects: Built ML model Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2310,"Skills: Machine Learning, Python, NLP Projects: Prediction system Experience Years: 1.0 Seniority: Junior",Data Scientist,1.0,Junior
seed-2313,"Skills: Machine Learning, Python, Pandas Projects: Prediction system Experience Years: 2.0 Seniority: Mid",Data Scientist,2.0,Mid
seed-2315,"Skills: Deep Learning, Machine Learning, NLP Projects: Built ML model Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2316,"Skills: NLP, Machine Learning, Python Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2318,"Skills: Python, NLP, Deep Learning Projects: NLP pipeline Experience Years: 5.0 Seniority: Senior",Data Scientist,5.0,Senior
seed-2319,"Skills: NLP, Deep Learning, Machine Learning Projects: Prediction system Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2322,"Skills: Pandas, Python, Deep Learning Projects: NLP pipeline Experience Years: 0.0 Seniority: Junior",Data Scientist,0.0,Junior
seed-2323,"Skills: Python, Machine Learning, Deep Learning Projects: NLP pipeline Experience Years: 4.0 Seniority: Senior",Data Scientist,4.0,Senior
seed-2325,"Skills: Deep Learning, NLP, Machine Learning Projects: Prediction system Experience Years: 3.0 Seniority: Mid",Data Scientist,3.0,Mid
