resume_id,resume_text,target_role,years_experience,seniority
1155,"Experienced in C++, Java, System Design. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1156,"Experienced in DSA, Java, OOP. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1157,"Experienced in OOP, Java, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1158,"Experienced in Python, OOP, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1159,"Experienced in DSA, OOP, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1160,"Experienced in C++, DSA, OOP. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1161,"Experienced in DSA, Python, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1162,"Experienced in System Design, DSA, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1163,"Experienced in OOP, C++, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1164,"Experienced in DSA, OOP, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1165,"Experienced in Python, DSA, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1166,"Experienced in C++, Java, System Design. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1167,"Experienced in C++, System Design, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1168,"Experienced in Java, DSA, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1169,"Experienced in OOP, System Design, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1170,"Experienced in DSA, C++, System Design. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1171,"Experienced in Java, System Design, Python. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1172,"Experienced in OOP, Java, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1173,"Experienced in OOP, Java, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1174,"Experienced in DSA, C++, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1175,"Experienced in C++, DSA, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1176,"Experienced in Java, System Design, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1177,"Experienced in Java, DSA, System Design. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1178,"Experienced in System Design, DSA, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1179,"Experienced in C++, Python, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1180,"Experienced in System Design, Java, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1181,"Experienced in System Design, C++, OOP. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1182,"Experienced in OOP, Python, System Design. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1183,"Experienced in Python, OOP, Java. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1184,"Experienced in DSA, Java, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1185,"Experienced in Java, System Design, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1186,"Experienced in C++, Python, Java. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1187,"Experienced in System Design, OOP, C++. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1188,"Experienced in C++, Java, OOP. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1189,"Experienced in Python, System Design, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1190,"Experienced in C++, Python, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1191,"Experienced in DSA, C++, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1192,"Experienced in DSA, Java, System Design. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1193,"Experienced in Java, OOP, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1194,"Experienced in Java, OOP, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1195,"Experienced in C++, DSA, OOP. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1196,"Experienced in DSA, Java, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1197,"Experienced in System Design, OOP, Java. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1198,"Experienced in OOP, C++, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1199,"Experienced in C++, System Design, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1200,"Experienced in System Design, C++, OOP. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1201,"Experienced in C++, Python, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1202,"Experienced in Java, System Design, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1203,"Experienced in Java, C++, Python. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1204,"Experienced in Java, System Design, Python. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1205,"Experienced in System Design, Python, C++. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1206,"Experienced in System Design, Python, Java. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1207,"Experienced in Python, C++, System Design. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1208,"Experienced in DSA, C++, OOP. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1209,"Experienced in C++, System Design, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1210,"Experienced in Java, System Design, Python. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1211,"Experienced in DSA, System Design, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1212,"Experienced in Java, OOP, C++. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1213,"Experienced in C++, DSA, Python. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1214,"Experienced in Python, OOP, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1215,"Experienced in Python, DSA, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1216,"Experienced in OOP, DSA, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1217,"Experienced in C++, DSA, OOP. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1218,"Experienced in DSA, Java, System Design. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1219,"Experienced in Java, OOP, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1220,"Experienced in Java, OOP, C++. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1221,"Experienced in Java, C++, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1222,"Experienced in Python, DSA, C++. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1223,"Experienced in Java, System Design, C++. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1224,"Experienced in Java, OOP, C++. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1225,"Experienced in OOP, Python, DSA. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1226,"Experienced in DSA, OOP, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1227,"Experienced in Java, System Design, C++. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1228,"Experienced in OOP, Python, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1229,"Experienced in DSA, C++, System Design. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1230,"Experienced in C++, DSA, System Design. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1231,"Experienced in Python, System Design, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1232,"Experienced in System Design, DSA, OOP. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1233,"Experienced in C++, DSA, System Design. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1234,"Experienced in DSA, OOP, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1235,"Experienced in System Design, C++, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1236,"Experienced in DSA, Python, System Design. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1237,"Experienced in Java, OOP, Python. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1238,"Experienced in System Design, C++, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1239,"Experienced in Python, OOP, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1240,"Experienced in DSA, System Design, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1241,"Experienced in DSA, C++, System Design. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1242,"Experienced in Java, DSA, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1243,"Experienced in DSA, System Design, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1244,"Experienced in Python, System Design, OOP. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1245,"Experienced in DSA, System Design, C++. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1246,"Experienced in C++, System Design, Java. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1247,"Experienced in System Design, DSA, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1248,"Experienced in C++, DSA, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1249,"Experienced in C++, Java, System Design. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1250,"Experienced in C++, OOP, Java. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1251,"Experienced in C++, System Design, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1252,"Experienced in DSA, OOP, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1253,"Experienced in OOP, Java, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1254,"Experienced in OOP, System Design, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1255,"Experienced in DSA, Python, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1256,"Experienced in DSA, OOP, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1257,"Experienced in C++, Python, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1258,"Experienced in OOP, DSA, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1259,"Experienced in Python, DSA, C++. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1260,"Experienced in C++, System Design, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1261,"Experienced in C++, System Design, DSA. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1262,"Experienced in C++, Python, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1263,"Experienced in C++, OOP, Python. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1264,"Experienced in C++, Java, DSA. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1265,"Experienced in OOP, Python, DSA. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1266,"Experienced in System Design, C++, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1267,"Experienced in System Design, Python, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1268,"Experienced in DSA, C++, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1269,"Experienced in C++, DSA, OOP. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1270,"Experienced in Java, C++, System Design. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1271,"Experienced in DSA, System Design, Python. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1272,"Experienced in Python, OOP, System Design. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1273,"Experienced in Python, OOP, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1274,"Experienced in System Design, DSA, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1275,"Experienced in OOP, System Design, Python. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1276,"Experienced in System Design, OOP, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1277,"Experienced in C++, Python, OOP. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1278,"Experienced in OOP, C++, Python. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1279,"Experienced in Java, DSA, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1280,"Experienced in Java, OOP, Python. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1281,"Experienced in C++, DSA, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1282,"Experienced in OOP, System Design, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1283,"Experienced in Python, DSA, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1284,"Experienced in DSA, Java, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1285,"Experienced in Java, System Design, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1286,"Experienced in DSA, C++, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1287,"Experienced in System Design, OOP, C++. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1288,"Experienced in C++, System Design, Python. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1289,"Experienced in C++, OOP, Python. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1290,"Experienced in DSA, Java, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1291,"Experienced in Python, Java, DSA. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1292,"Experienced in Python, Java, OOP. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1293,"Experienced in C++, Java, DSA. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1294,"Experienced in Java, Python, DSA. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1295,"Experienced in Java, OOP, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1296,"Experienced in OOP, Java, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1297,"Experienced in OOP, Java, System Design. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1298,"Experienced in C++, Java, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1299,"Experienced in OOP, C++, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1300,"Experienced in Java, DSA, OOP. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1301,"Experienced in Java, C++, System Design. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1302,"Experienced in Python, OOP, Java. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1303,"Experienced in System Design, Java, OOP. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1304,"Experienced in Java, OOP, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1305,"Experienced in C++, DSA, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1306,"Experienced in Python, System Design, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1307,"Experienced in OOP, Python, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1308,"Experienced in OOP, DSA, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1309,"Experienced in Java, DSA, C++. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1310,"Experienced in DSA, System Design, C++. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1311,"Experienced in System Design, DSA, Java. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1312,"Experienced in DSA, System Design, Python. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1313,"Experienced in C++, System Design, Java. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1314,"Experienced in Python, OOP, C++. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1315,"Experienced in Java, OOP, System Design. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1316,"Experienced in Python, OOP, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1317,"Experienced in Python, Java, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1318,"Experienced in C++, OOP, DSA. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1319,"Experienced in Java, DSA, OOP. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1320,"Experienced in Java, DSA, System Design. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1321,"Experienced in DSA, Python, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1322,"Experienced in C++, System Design, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1323,"Experienced in DSA, C++, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1324,"Experienced in System Design, DSA, Python. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1325,"Experienced in Python, Java, System Design. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1326,"Experienced in DSA, Python, C++. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1327,"Experienced in OOP, System Design, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1328,"Experienced in Python, Java, OOP. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1329,"Experienced in DSA, System Design, OOP. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1330,"Experienced in DSA, Java, Python. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1331,"Experienced in DSA, Python, OOP. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1332,"Experienced in Python, DSA, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1333,"Experienced in Java, OOP, DSA. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1334,"Experienced in System Design, Java, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1335,"Experienced in Java, C++, System Design. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1336,"Experienced in C++, OOP, DSA. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1337,"Experienced in System Design, DSA, C++. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1338,"Experienced in DSA, OOP, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1339,"Experienced in C++, Java, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1340,"Experienced in DSA, OOP, System Design. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1341,"Experienced in System Design, Java, Python. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1342,"Experienced in OOP, DSA, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1343,"Experienced in OOP, System Design, Java. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1344,"Experienced in Python, System Design, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1345,"Experienced in C++, Java, OOP. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1346,"Experienced in DSA, OOP, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1347,"Experienced in Python, DSA, Java. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1348,"Experienced in Java, DSA, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1349,"Experienced in Java, C++, OOP. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1350,"Experienced in Java, C++, DSA. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1351,"Experienced in C++, DSA, OOP. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1352,"Experienced in OOP, DSA, C++. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1353,"Experienced in OOP, DSA, Python. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1354,"Experienced in C++, DSA, OOP. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1355,"Experienced in DSA, Python, C++. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1356,"Experienced in Java, OOP, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1357,"Experienced in Java, DSA, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1358,"Experienced in System Design, OOP, DSA. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1359,"Experienced in DSA, OOP, Python. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1360,"Experienced in OOP, DSA, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1361,"Experienced in DSA, C++, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1362,"Experienced in C++, System Design, DSA. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1363,"Experienced in C++, Java, Python. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1364,"Experienced in DSA, OOP, Python. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1365,"Experienced in DSA, Java, Python. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1366,"Experienced in DSA, Java, System Design. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1367,"Experienced in C++, DSA, Java. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1368,"Experienced in Python, Java, OOP. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1369,"Experienced in DSA, OOP, System Design. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1370,"Experienced in C++, Java, Python. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1371,"Experienced in C++, System Design, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1372,"Experienced in System Design, C++, Python. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1373,"Experienced in C++, DSA, System Design. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1374,"Experienced in OOP, Java, Python. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1375,"Experienced in Java, DSA, OOP. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1376,"Experienced in Java, C++, System Design. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1377,"Experienced in OOP, Python, Java. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
1378,"Experienced in Java, C++, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1379,"Experienced in Python, OOP, System Design. Worked on Built REST API. 0 years of experience.",Software Engineer,0,Junior
1380,"Experienced in DSA, C++, Java. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1381,"Experienced in DSA, OOP, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1382,"Experienced in C++, DSA, System Design. Worked on Developed backend system. 4 years of experience.",Software Engineer,4,Senior
1383,"Experienced in DSA, Python, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1384,"Experienced in Python, DSA, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1385,"Experienced in Python, Java, DSA. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1386,"Experienced in Java, System Design, DSA. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1387,"Experienced in Python, Java, OOP. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1388,"Experienced in DSA, OOP, C++. Worked on Built REST API. 1 years of experience.",Software Engineer,1,Junior
1389,"Experienced in C++, OOP, System Design. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1390,"Experienced in DSA, OOP, Python. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1391,"Experienced in Java, DSA, Python. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1392,"Experienced in System Design, Java, Python. Worked on Optimized algorithms. 3 years of experience.",Software Engineer,3,Mid
1393,"Experienced in System Design, Python, Java. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1394,"Experienced in C++, Java, System Design. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1395,"Experienced in Java, DSA, System Design. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1396,"Experienced in DSA, System Design, Java. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1397,"Experienced in OOP, System Design, C++. Worked on Developed backend system. 5 years of experience.",Software Engineer,5,Senior
1398,"Experienced in DSA, Python, OOP. Worked on Developed backend system. 2 years of experience.",Software Engineer,2,Mid
1399,"Experienced in Java, Python, OOP. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1400,"Experienced in System Design, Java, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1401,"Experienced in C++, Python, System Design. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1402,"Experienced in C++, Java, DSA. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1403,"Experienced in System Design, Python, DSA. Worked on Developed backend system. 1 years of experience.",Software Engineer,1,Junior
1404,"Experienced in OOP, C++, Python. Worked on Optimized algorithms. 4 years of experience.",Software Engineer,4,Senior
1405,"Experienced in Java, DSA, System Design. Worked on Optimized algorithms. 2 years of experience.",Software Engineer,2,Mid
1406,"Experienced in DSA, C++, Java. Worked on Optimized algorithms. 0 years of experience.",Software Engineer,0,Junior
1407,"Experienced in DSA, System Design, C++. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1408,"Experienced in C++, DSA, OOP. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1409,"Experienced in Python, System Design, Java. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1410,"Experienced in System Design, Java, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1411,"Experienced in C++, OOP, DSA. Worked on Built REST API. 2 years of experience.",Software Engineer,2,Mid
1412,"Experienced in System Design, OOP, Java. Worked on Built REST API. 3 years of experience.",Software Engineer,3,Mid
1413,"Experienced in Java, System Design, DSA. Worked on Developed backend system. 0 years of experience.",Software Engineer,0,Junior
1414,"Experienced in Python, OOP, DSA. Worked on Developed backend system. 3 years of experience.",Software Engineer,3,Mid
1415,"Experienced in Python, C++, DSA. Worked on Optimized algorithms. 5 years of experience.",Software Engineer,5,Senior
1416,"Experienced in C++, OOP, Java. Worked on Built REST API. 5 years of experience.",Software Engineer,5,Senior
1417,"Experienced in C++, System Design, DSA. Worked on Optimized algorithms. 1 years of experience.",Software Engineer,1,Junior
1418,"Experienced in System Design, Python, OOP. Worked on Built REST API. 4 years of experience.",Software Engineer,4,Senior
